id,source,Latitude,Longitude,Permanent_Identifier,GNIS_Name,GNIS_ID,dist_dd,Station,Description,Slope,notes,lake_abbv,FDate,Resolution,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,NHDPlusID,VPUID,NW
2416,centers,39.7022582560547,-107.334867625586,88849565,Monument Lake,173960,9.6855064756046e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.086,NA,14010001003066,390,39004,0,0.0192366997664255,9.07876436064706e-6,41000300138876,1401,no
2417,centers,39.6484443048828,-106.074622236133,79935642,NA,NA,7.2905767065717e-4,NA,NA,NA,NA,NA,2003-04-10T17:00:00Z,2,0.033,NA,14010002000738,390,39004,0,0.00908777863578394,3.47945250031394e-6,41000300137155,1401,no
2418,centers,39.5256309447266,-107.43205657207,70015212,Barton Porter Reservoir,199441,8.4053273727388e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.05049025,2200.9608,14010005002314,390,39009,0,0.00950331165056589,5.28907983473802e-6,41000300137387,1401,no
2419,centers,39.40728604375,-107.16697859375,72965346,NA,NA,4.0364073683463e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.02058875,NA,14010004006038,390,39004,0,0.00842827937759938,2.15314589910487e-6,41000300137392,1401,no
2420,centers,39.5158444126953,-107.090677239648,72967456,Von Springs Reservoir Number 1,201111,7.6857425726268e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.032,NA,14010004000704,390,39001,0,0.00780677544116982,3.32740198970172e-6,41000300137394,1401,no
2421,centers,39.9318590078125,-105.789312267187,88857611,NA,NA,3.7871556274688e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.0105224,NA,14010001009989,390,39004,0,0.00480531116662797,1.10867631293614e-6,41000300137954,1401,no
2422,centers,39.372768078125,-107.936462146875,69985258,Battlement Number 2 Reservoir,201549,5.7431463409605e-4,NA,NA,NA,NA,NA,2007-11-01T23:37:42Z,2,0.022,NA,14010005002326,390,39004,0,0.00715465058373924,2.30588473950924e-6,41000300139122,1401,no
2423,centers,39.9677598757813,-107.161148810156,88890951,NA,NA,5.0941065265724e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.017,NA,14010001002931,390,39004,0,0.00583643331071014,1.78117557892069e-6,41000300138911,1401,no
2424,centers,39.8389409121094,-106.094303383203,88893277,Ute Creek Reservoir,197554,4.0585063797521e-4,NA,NA,NA,NA,NA,2014-04-10T17:00:00Z,2,0.02119368,NA,14010001003058,390,39004,0,0.0103878948336854,2.23003261757659e-6,41000300138916,1401,no
2425,centers,39.4353200375,-106.0912866125,79932916,Lower Crystal Lake,179652,6.5160258386444e-4,NA,NA,NA,NA,NA,2003-04-10T17:00:00Z,2,0.023,NA,14010002000759,390,39004,0,0.00668037408288754,2.443055421313e-6,41000300138920,1401,no
2426,centers,39.5151000570312,-106.146482172656,79945496,NA,NA,4.5943197042245e-4,NA,NA,NA,NA,NA,2007-06-06T12:51:51Z,2,0.013,NA,14010002002706,390,39004,0,0.00642830279007763,1.33803367805655e-6,41000300135433,1401,no
2427,centers,39.8431536265625,-106.458880926562,88878697,Slough Grass Lake,1947737,5.9870835437669e-4,NA,NA,NA,NA,NA,2008-02-05T05:52:04Z,2,0.03,NA,14010001003034,390,39004,0,0.00788926224789135,3.11500330142831e-6,41000300135436,1401,no
2428,centers,39.9957267640625,-107.020259332813,88854793,Sunnyside Lakes,173701,5.9504038742824e-4,NA,NA,NA,NA,NA,2008-02-05T05:51:05Z,2,0.022,NA,14010001002917,390,39004,0,0.00640968296675518,2.35239552380998e-6,41000300135438,1401,no
2429,centers,40.3798330554687,-106.592232121094,88879455,NA,NA,5.3217872328741e-4,NA,NA,NA,NA,NA,2008-02-05T05:47:08Z,2,0.014,NA,14010001011586,390,39001,0,0.0050194064062882,1.49626430201991e-6,41000300135445,1401,no
2430,centers,39.3873145304687,-106.515234392969,77946011,Missouri Lakes,179513,6.5256314988282e-4,NA,NA,NA,NA,NA,2008-01-22T03:17:14Z,2,0.027,NA,14010003000798,390,39004,0,0.00709157194897826,2.83043663566612e-6,41000300135446,1401,no
2431,centers,39.4592034144531,-106.535064660547,77945765,NA,NA,3.9566490953128e-4,NA,NA,NA,NA,NA,2008-01-22T03:16:56Z,2,0.022,NA,14010003004239,390,39004,0,0.00818471678818525,2.35456839493293e-6,41000300135447,1401,no
2432,centers,39.434669684375,-106.517192003125,77945813,Harvey Lake,179502,0.00101887917108986,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.05991582,3360.42,14010003000782,390,39010,0,0.010976849789972,6.26833516721747e-6,41000300135448,1401,no
2433,centers,40.0742470757813,-106.040116283594,88866581,NA,NA,5.2410830135808e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.026,NA,14010001010597,390,39004,0,0.00794032946062525,2.7117406937769e-6,41000300137611,1401,no
2434,centers,40.0521292008789,-106.417706150684,88869697,NA,NA,2.3782251696021e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.052,NA,14010001010820,390,39001,0,0.0481072576711134,5.48530106300977e-6,41000300138132,1401,no
2435,centers,39.4485164037109,-106.469869873242,77946979,Tuhare Lakes,179525,8.7307199525281e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.04079487,3685.032,14010003000778,390,39010,0,0.00850006765933907,4.26878130230303e-6,41000300139134,1401,no
2436,centers,39.9741978146484,-106.514874061523,88879931,NA,NA,2.9425654005326e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.017,NA,14010001011631,390,39004,0,0.00924571240825132,1.81815815882352e-6,41000300138141,1401,no
2437,centers,40.2441611601562,-105.856652222656,88880871,NA,NA,5.5941408465635e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.03,NA,14010001002843,390,39004,0,0.00979129783679226,3.1375100836305e-6,41000300138142,1401,no
2438,centers,39.0801400814453,-107.966862540039,69984698,Fred Decamp Reservoir,199911,5.2547541223551e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.024833,2977.896,14010005002463,390,39012,0,0.00821331160092646,2.58510701194041e-6,41000300139152,1401,no
2439,centers,40.2660331970703,-106.546396255273,88870717,Binco Reservoir,172967,9.6241909119887e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.111,NA,14010001002815,390,39004,0,0.0234192203001462,1.17806088833821e-5,41000300137615,1401,no
2440,centers,40.3070953621094,-105.734480744922,88874891,Snowdrift Lake,204970,7.7749193098168e-4,NA,NA,NA,NA,NA,2014-12-09T16:00:00Z,2,0.02723487,NA,14010001002822,390,39004,0,0.00648204081315814,2.88517921064853e-6,41000300137617,1401,no
2441,centers,40.0438417234375,-106.814830404687,88888969,NA,NA,5.1554350698132e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.017,NA,14010001002890,390,39004,0,0.00618471863600271,1.83833724319409e-6,41000300137795,1401,no
2442,centers,39.9919539578125,-106.457446945313,88881459,NA,NA,3.5249946235777e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.01,NA,14010001002955,390,39001,0,0.00497538140386992,1.07868279443747e-6,41000300138144,1401,no
2443,centers,39.8967111082031,-107.199689398828,88891587,NA,NA,3.9654107023972e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.014,NA,14010001002969,390,39004,0,0.00626544129969938,1.45749890876256e-6,41000300138161,1401,no
2444,centers,39.4146825859375,-106.113673342188,79932976,NA,NA,3.5717215903424e-4,NA,NA,NA,NA,NA,2007-06-06T13:01:36Z,2,0.014,NA,14010002001729,390,39004,0,0.00600505981339089,1.49170082868465e-6,41000300138946,1401,no
2445,centers,40.11094919375,-105.75048453125,88894717,NA,NA,5.3032158264063e-4,NA,NA,NA,NA,NA,2014-08-24T17:00:00Z,2,0.02675622,NA,14010001012706,390,39004,0,0.0117301930353517,2.82639921025268e-6,41000300138369,1401,no
2446,centers,39.0873893892578,-107.950505902539,69984688,Cottonwood Lake Number 5,175320,0.00131132474367005,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.12839335,3037.6368,14010005002499,390,39012,0,0.0174360089042037,1.33670850785105e-5,41000300138589,1401,no
2447,centers,39.4223121359375,-106.099056967188,79932950,NA,NA,5.4894791861121e-4,NA,NA,NA,NA,NA,2003-04-10T17:00:00Z,2,0.016,NA,14010002001720,390,39004,0,0.00500869152095488,1.65682271707665e-6,41000300138378,1401,no
2448,centers,39.6999987208984,-107.322521143164,88849573,Duck Lake,173966,9.3413867547673e-4,NA,NA,NA,NA,NA,2008-02-05T05:55:09Z,2,0.061,NA,14010001003065,390,39004,0,0.0127968069100111,6.4181295312215e-6,41000300138598,1401,no
2449,centers,39.9630810867188,-106.415343663281,79943444,Way Reservoir,199777,8.2816699485061e-4,NA,NA,NA,NA,NA,2003-04-10T17:00:00Z,2,0.036,NA,14010002000667,390,39004,0,0.00771926584958143,3.76915749495009e-6,41000300138391,1401,no
2450,centers,39.9016586357422,-106.486596693555,88881567,Gutzler Lakes,1947616,6.4451690131745e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.02323587,2428.0368,14010001003009,390,39009,0,0.00678440499879654,2.44715495462499e-6,41000300137980,1401,no
2451,centers,39.834628525,-107.561473675,69997592,NA,NA,3.6620485974927e-4,NA,NA,NA,NA,NA,2007-11-01T23:50:29Z,2,0.013,NA,14010005015120,390,39004,0,0.0054544278316605,1.40520589117807e-6,41000300138595,1401,no
2452,centers,39.6568108212891,-106.22716877793,77955517,Deluge Lake,175948,7.9596818854141e-4,NA,NA,NA,NA,NA,2008-01-22T03:15:22Z,2,0.036,NA,14010003000748,390,39004,0,0.00816513504386252,3.78961804158012e-6,41000300138607,1401,no
2453,centers,39.399031840625,-106.515345434375,77945873,Missouri Lakes,179513,3.9451246225675e-4,NA,NA,NA,NA,NA,2008-01-22T03:17:07Z,2,0.014,NA,14010003004286,390,39004,0,0.00589814184195371,1.4928064931248e-6,41000300138610,1401,no
2454,centers,40.2906557439453,-105.725854892773,88874933,Bench Lake,177887,0.00056453847742707005,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.022,NA,14010001002828,390,39004,0,0.00767646077039357,2.28631779289693e-6,41000300137972,1401,no
2455,centers,39.6964707867188,-106.239761835156,79946188,NA,NA,0.00103787049715471,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.05449988,3347.9232,14010002000722,390,39009,0,0.00958647814821969,5.72294110667055e-6,41000300138201,1401,no
2456,centers,39.9250196878906,-105.690502005078,88856563,Pumphouse Lake,180993,4.6892298825211e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.01786762,3454.6032,14010001003025,390,39009,0,0.00614044126157917,1.88239751135927e-6,41000300135721,1401,no
2457,centers,39.4040997285156,-107.039077004297,72969868,Kelly Lake,174857,3.4489852764454e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.012,NA,14010004000717,390,39001,0,0.00565421988060576,1.21100217183498e-6,41000300138837,1401,no
2458,centers,39.1531227894531,-106.568746127734,72972330,Lost Man Lake,180102,0.00107496831263309,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.058,NA,14010004000787,390,39004,0,0.0100444707985755,6.04019632566997e-6,41000300138841,1401,no
2459,centers,39.763354020752,-107.325849542627,88853377,Heart Lake Reservoir,199859,0.00153186525875118,NA,NA,NA,NA,NA,2008-02-05T05:54:18Z,2,1.198,NA,14010001003036,390,39004,0,0.142159984782471,1.2588153617386e-4,41000300138417,1401,no
2460,centers,40.1000220806641,-106.760740927148,88888901,Toponas Rock Reservoir Number 2,200745,7.7580018607877e-4,NA,NA,NA,NA,NA,2008-02-05T05:49:25Z,2,0.05,NA,14010001002861,390,39004,0,0.01554517256138,5.32813306123978e-6,41000300138423,1401,no
2461,centers,40.3617106085937,-105.786492788281,88862135,Julian Lake,177778,5.5998091813074e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.018,NA,14010001002801,390,39004,0,0.00547146836158249,1.86208430092855e-6,41000300135728,1401,no
2462,centers,39.6002658261719,-105.881740368359,79938822,NA,NA,3.8647797566566e-4,NA,NA,NA,NA,NA,2007-06-06T12:53:30Z,2,0.01,NA,14010002002145,390,39004,0,0.00427284310419791,1.08587501883838e-6,41000300135965,1401,no
2463,centers,39.7518621570313,-106.764287971094,77936913,Blue Lake,175780,4.7469262489179e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.01168684,2534.412,14010003000732,390,39010,0,0.0044719028432941,1.22818684509661e-6,41000300135506,1401,no
2464,centers,39.0712185368164,-107.179953630566,72970506,Beaver Lake,175530,0.00151695618639442,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.101,NA,14010004000823,390,39004,0,0.0199008574691073,1.05450567450852e-5,41000300135499,1401,no
2465,centers,39.422687028125,-106.520732603125,77945845,NA,NA,2.8794390793158e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.01,NA,14010003004274,390,39004,0,0.00774165884258476,1.04999206562557e-6,41000300135334,1401,no
2466,centers,39.4146166585938,-106.498129641406,77947087,Mulhall Lakes,179536,5.3583090659963e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.015,NA,14010003000945,390,39004,0,0.00496335899828734,1.57516871065073e-6,41000300135337,1401,no
2467,centers,39.488013953418,-107.060159432324,72969836,NA,NA,0.00160750824026263,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.141,NA,14010004000821,390,39001,0,0.0172304752235363,1.47190198876916e-5,41000300135318,1401,no
2468,centers,39.5143422449219,-107.140999249609,72978422,Ralston Reservoir Number 1,201105,5.9483557234476e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.021,NA,14010004000703,390,39001,0,0.00661163911875841,2.23901157530707e-6,41000300135326,1401,no
2469,centers,39.0766047355469,-107.829944803516,69995256,NA,NA,4.1578530648787e-4,NA,NA,NA,NA,NA,2003-02-10T16:00:00Z,2,0.014,NA,14010005002508,390,39004,0,0.0058017953640069,1.47966104876531e-6,41000300135293,1401,no
2470,centers,39.4295089160156,-106.743388876172,77938343,NA,NA,4.193089830618e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.011,NA,14010003003793,390,39004,0,0.00447560504575033,1.12389931653893e-6,41000300135329,1401,no
2471,centers,40.2529975164062,-105.936125000781,88845567,NA,NA,5.5464615011891e-4,NA,NA,NA,NA,NA,2015-06-22T17:00:00Z,2,0.02059455,NA,14010001009167,390,39004,0,0.00652752659987903,2.17999480797845e-6,41000300146786,1401,no
2472,centers,39.2458563894531,-106.853606391016,{D44B0419-14FD-4F84-89AB-192347FAA3C9},NA,NA,3.9586139737949e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.01026381,NA,14010004016751,390,39000,0,0.00484358213781798,1.07094172012145e-6,41000300146795,1401,no
2473,centers,39.4017904882812,-107.109205269531,{15CA1BC6-6D76-4B08-B514-4078FDEF76F6},NA,NA,9.686311014077e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.07077853,NA,14010004016747,390,39001,0,0.0133408550781757,7.4013834558891e-6,41000300146797,1401,no
2474,centers,39.3907953939453,-107.083599317383,{1E4B64EE-DB11-4327-84BE-C9CE5A3387BC},NA,NA,4.8134494978953e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.05220415,NA,14010004016754,390,39000,0,0.0154156632008704,5.45805523860866e-6,41000300146800,1401,no
2475,centers,39.7042582210938,-107.247911050781,88845765,NA,NA,7.8785481003352e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.037,NA,14010001003067,390,39004,0,0.00798564118940129,3.83465486362901e-6,41000300146627,1401,no
2476,centers,39.4057055820312,-107.126364249219,{0D61721A-FE3D-42A1-A0E7-A4AE92654F9C},NA,NA,4.2024578926536e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.02232676,NA,14010004016743,390,39001,0,0.0106854045507827,2.33485261925678e-6,41000300146802,1401,no
2477,centers,39.3997749832031,-107.106690386328,{134B50FF-E8F6-49E5-A46F-58B5506B20EC},NA,NA,3.8084362883974e-4,NA,NA,NA,NA,NA,2015-09-20T17:00:00Z,2,0.01037727,NA,14010004016748,390,39001,0,0.00631107083019158,1.08512938745711e-6,41000300146805,1401,no
2478,centers,39.0463979273438,-108.085005542969,69998592,Mesa Lake,174709,8.4608298753433e-4,NA,NA,NA,NA,NA,2007-11-01T23:14:31Z,2,0.111,NA,14010005002422,390,39004,0,0.0265759276946294,1.15437310730813e-5,41000300146520,1401,no
2479,centers,39.8039380960937,-106.264136766406,79941976,Black Creek Reservoir,199775,0.0011312654460318,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.081885,2666.3904000000002,14010002000686,390,39009,0,0.0152737524750243,8.6117738644236e-6,41000300146516,1401,no
2480,centers,39.4130137427246,-106.172159346338,79934770,Clinton Gulch Dam Reservoir,201409,0.00206719482231874,NA,NA,NA,NA,NA,2007-06-06T12:55:28Z,2,0.377,NA,14010002001818,390,39004,0,0.0344049453433452,3.94289094376392e-5,41000300146517,1401,no
2481,centers,39.7159102800781,-107.320263760547,88849511,Grizzly Lake,173959,6.7001792996426e-4,NA,NA,NA,NA,NA,2008-02-05T05:55:25Z,2,0.044,NA,14010001009335,390,39004,0,0.0153656904028586,4.66255205440787e-6,41000300146523,1401,no
2482,centers,39.8669097138428,-106.105210221851,120012792,NA,NA,0.00776226250318622,NA,NA,NA,NA,NA,2014-04-10T17:00:00Z,2,4.21231701,NA,14010001012730,436,43604,0,0.136332543507177,4.4339043017021e-4,41000300146534,1401,no
2483,centers,40.1324100546875,-106.411494182813,{573DC9C5-BDF6-4717-A947-CBC8CA2C0DDB},NA,NA,0.0043990244485181,NA,NA,NA,NA,NA,2010-06-15T03:05:43Z,2,5.192,NA,14010001023570,390,39004,0,0.407281991466126,5.4871284271712e-4,41000300146535,1401,no
2484,centers,40.2457887112061,-105.820066591772,{B483B704-53F3-41B5-B65A-401D555B16C8},Grand Lake,204950,0.00471806105858487,NA,NA,NA,NA,NA,2014-07-14T17:00:00Z,2,1.9529575,2550.2616,14010001023630,390,39009,0,0.0662385504383286,2.0669935390583e-4,41000300146738,1401,yes
2485,centers,39.6416099460938,-106.209885753906,77955519,Gore Lake,175951,7.3229501273665e-4,NA,NA,NA,NA,NA,2008-01-22T03:15:22Z,2,0.033,NA,14010003000753,390,39004,0,0.00776650379147166,3.50626100686206e-6,41000300146721,1401,no
2486,centers,39.4811006257812,-106.944220280469,77954213,Cherry Lake,179409,4.7490713906359e-4,NA,NA,NA,NA,NA,2008-01-22T03:16:45Z,2,0.014,NA,14010003004892,390,39004,0,0.00546134976226947,1.43491966223712e-6,41000300146725,1401,no
2487,centers,39.9867678792969,-105.853511313672,{2C11D119-0F19-4F2B-8D1F-77075A7F27AA},NA,NA,5.9336467705729e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.03123567,NA,14010001023682,390,39004,0,0.00944786202715248,3.29371328464829e-6,41000300146754,1401,no
2488,centers,39.9755835005859,-105.938222060742,{3F85D45A-C751-469B-A4E8-7FC611EC52F1},NA,NA,8.9921115024941e-4,NA,NA,NA,NA,NA,2014-04-18T17:00:00Z,2,0.04097551,NA,14010001023700,390,39004,0,0.0092637919204828,4.32002721402635e-6,41000300146772,1401,no
2489,centers,39.5323252693359,-107.207378438867,72978402,Hopkins Reservoir,174120,9.058160234711e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.045,NA,14010004000700,390,39004,0,0.0101164090322027,4.73928792746043e-6,41000300146598,1401,no
2490,centers,39.9665145125,-105.7753043875,{5EB99B24-5FE0-439A-8B53-07B6B9139C40},NA,NA,3.9744031318158e-4,NA,NA,NA,NA,NA,2016-03-21T17:00:00Z,2,0.01015016,NA,14010001028382,390,39011,0,0.00483556163552884,1.06998656148021e-6,41000300146813,1401,no
2491,centers,40.0994077046875,-105.959833170313,{C5E30ED2-1679-4C39-BB60-317D1AC3914D},NA,NA,3.8984217378898e-4,NA,NA,NA,NA,NA,2016-05-03T17:00:00Z,2,0.01829108,NA,14010001028569,390,39010,0,0.00753675525591088,1.93187259122521e-6,41000300146822,1401,no
2492,centers,39.2887807208984,-106.627059851758,72971642,Chapman Lake,179757,0.00121827331735103,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.085,NA,14010004000758,390,39004,0,0.0142916336434035,8.88146958798397e-6,41000300146592,1401,no
2493,centers,39.23428213125,-107.37326098125,72975388,NA,NA,7.0169342809677e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.022,NA,14010004006605,390,39004,0,0.00573936207656961,2.262845608528e-6,41000300146594,1401,no
2494,centers,40.2586226445313,-105.929299071094,{6FCE8006-8EA4-43E2-B533-04A51D809F0E},NA,NA,3.6095654389785e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.01110079,NA,14010001023713,390,39004,0,0.00466036093062957,1.17515535412131e-6,41000300146785,1401,no
2495,centers,40.0879664109375,-105.888688557812,88861067,NA,NA,5.8974500328351e-4,NA,NA,NA,NA,NA,2014-04-10T17:00:00Z,2,0.02178596,NA,14010001002922,390,39004,0,0.00770410908741448,2.30060611423577e-6,41000300136956,1401,no
2496,centers,40.1656671132813,-105.734091650781,88867891,Watanga Lake,178156,4.6357582719163e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.011,NA,14010001010697,390,39004,0,0.00421331447252584,1.17278774526962e-6,41000300136960,1401,no
2497,centers,40.0564299191406,-106.861383784766,88888963,Kelly Reservoir,173100,7.8617297734237e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.078,NA,14010001002880,390,39004,0,0.0199679965463115,8.25791965662748e-6,41000300136976,1401,no
2498,centers,39.3587184188721,-106.467340176147,77944269,Homestake Reservoir,179797,0.00307626753081666,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,1.34946618,2743.2,14010003000810,390,39010,0,0.066133538842461,1.4102729477994e-4,41000300136756,1401,no
2499,centers,40.2698478859375,-105.957292342188,88845565,NA,NA,5.9837482767495e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.01694844,3082.7472,14010001002830,390,39009,0,0.00499870577140619,1.79449322553008e-6,41000300136771,1401,no
2500,centers,39.7527577882812,-107.317170110156,88853427,NA,NA,4.5187576755148e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.011,NA,14010001003046,390,39004,0,0.00437975950905153,1.14852804309267e-6,41000300136779,1401,no
2501,centers,39.9542849109375,-107.164318067188,88891025,Deer Lake,173687,6.8105360596855e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.02857914,3392.424,14010001002937,390,39009,0,0.00717123865531457,3.01216447951105e-6,41000300136828,1401,no
2502,centers,39.6475255449219,-107.053564771484,77938681,NA,NA,2.2858989791277e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.01,NA,14010003003801,390,39004,0,0.00816604917361323,1.05729320780946e-6,41000300137068,1401,no
2503,centers,39.4324731019531,-106.778827990234,77950177,NA,NA,4.7810956634945e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.011,NA,14010003004764,390,39004,0,0.00446895343394164,1.18288501186885e-6,41000300137415,1401,no
2504,centers,39.7103994625,-106.1100292375,79935478,NA,NA,3.1934039098701e-4,NA,NA,NA,NA,NA,2003-04-10T17:00:00Z,2,0.012,NA,14010002000719,390,39004,0,0.00797494579714624,1.25200504943203e-6,41000300136990,1401,no
2505,centers,39.0719540902344,-107.812312440234,69995198,Leon Lake,175395,0.00219142758612946,NA,NA,NA,NA,NA,2003-02-10T16:00:00Z,2,0.378,NA,14010005002509,390,39004,0,0.0359137221368362,3.93442903956857e-5,41000300137216,1401,no
2506,centers,39.4659501466797,-106.778612158789,77950119,LEDE Reservoir,179422,0.00118185817374735,NA,NA,NA,NA,NA,2008-01-22T03:16:48Z,2,0.076,NA,14010003000766,390,39004,0,0.0117486059319301,7.91899146656072e-6,41000300137020,1401,no
2507,centers,39.01606206875,-107.13002743125,72970554,Yule Lakes,169441,4.5672300708147e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.012,NA,14010004000808,390,39004,0,0.00436257557648075,1.26997527827498e-6,41000300137245,1401,no
2508,centers,39.519149603125,-106.568099959375,77942275,Rainbow Lake,176089,4.6693367030356e-4,NA,NA,NA,NA,NA,2003-03-30T16:00:00Z,2,0.011,NA,14010003004000,390,39004,0,0.00398989513588357,1.1232665009845e-6,41000300137259,1401,no
2509,centers,40.2997197835938,-105.961035846094,88845547,Lost Lake,177746,5.796302811929e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.02004923,2944.9776,14010001002819,390,39009,0,0.00691255838854246,2.12372981290366e-6,41000300137277,1401,no
2510,centers,39.7463317419922,-107.302409914648,88849415,White Owl Lake,173958,8.7294520046236e-4,NA,NA,NA,NA,NA,2016-03-31T17:00:00Z,2,0.05429727,NA,14010001028559,390,39004,0,0.0122284501154568,5.70573020449344e-6,41000300137278,1401,no
2511,centers,40.0089991968262,-106.2068216896,88877827,Williams Fork Reservoir,173267,0.00724621584314734,NA,NA,NA,NA,NA,2014-04-10T17:00:00Z,2,6.27008729,2378.3544,14010001002949,436,43615,0,0.260527359178744,6.6142292077136e-4,41000300137310,1401,no
2512,centers,39.9213036453125,-106.171806917187,88841729,Dale Reservoir,201561,4.9631149320295e-4,NA,NA,NA,NA,NA,2014-12-09T16:00:00Z,2,0.01814942,2555.4432,14010001003011,390,39009,0,0.00692170199773207,1.91197787463207e-6,41000300137419,1401,no
2513,centers,40.3310125359375,-105.944969948437,88845541,Bowen Lake,177754,9.1443944605797e-4,NA,NA,NA,NA,NA,2014-01-21T16:00:00Z,2,0.03258212,3358.5912,14010001002808,390,39009,0,0.00696889984901072,3.45285756499618e-6,41000300137421,1401,no
2514,centers,40.278464353125,-106.298781471875,88867499,NA,NA,3.3401305417494e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.011,NA,14010001010639,390,39001,0,0.00508872415450992,1.14246272307021e-6,41000300137439,1401,no
2515,centers,40.1557574769531,-105.681976419141,88867909,Upper Lake,178154,6.3391768950323e-4,NA,NA,NA,NA,NA,2012-10-22T17:00:00Z,2,0.02528885,3270.504,14010001002879,390,39009,0,0.00776558006935695,2.67313198059655e-6,41000300137442,1401,no
2516,centers,40.0566917945312,-106.401712891406,88869743,NA,NA,1.299938317749e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.016,NA,14010001010843,390,39004,0,0.0201592678872943,1.64650109711498e-6,41000300137446,1401,no
2517,centers,39.1767282710938,-106.802717917969,72962706,NA,NA,3.7113396529452e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.017,NA,14010004005877,390,39004,0,0.00877469077483796,1.77529455447658e-6,41000300137239,1401,no
2518,centers,40.1450033886719,-105.794990940234,88880923,NA,NA,4.635357823379e-4,NA,NA,NA,NA,NA,2003-06-25T17:00:00Z,2,0.013,NA,14010001011662,390,39004,0,0.00451950686854685,1.3470351402388e-6,41000300137459,1401,no
2519,centers,39.4023308320312,-106.602952136719,72972864,Tellurium Lake,179503,7.20174219742e-4,NA,NA,NA,NA,NA,2003-03-02T16:00:00Z,2,0.02,NA,14010004000726,390,39004,0,0.00520558900619101,2.04327890921622e-6,41000300137248,1401,no
